Soil Moisture,Humidity,Temperature,PH level,State
88,49,21.3,9,Hydrated
82,53,25.7,6,Hydrated
81,60,26.8,5,Hydrated
72,43,21.6,9,Hydrated
90,31,21.7,6,Hydrated
91,37,22.9,6,Hydrated
83,40,26.8,9,Hydrated
78,56,19.3,4,Hydrated
88,40,22,6,Hydrated
92,33,25.7,4,Hydrated
81,51,26.3,7,Hydrated
67,51,23.4,4,Hydrated
61,34,22.2,9,Hydrated
83,51,19.7,4,Hydrated
79,30,26,7,Hydrated
82,37,20.2,6,Hydrated
69,54,24.1,5,Hydrated
75,46,21.9,6,Hydrated
78,31,22.8,7,Hydrated
74,40,20.9,8,Hydrated
82,44,23.7,3,Hydrated
91,53,22.7,5,Hydrated
92,57,26.8,7,Hydrated
60,47,25.1,9,Hydrated
82,42,24.2,5,Hydrated
71,39,24,6,Hydrated
79,39,25.4,9,Hydrated
84,47,23.6,3,Hydrated
86,40,24,7,Hydrated
85,56,20.2,4,Hydrated
87,48,23.4,3,Hydrated
81,57,26.2,3,Hydrated
67,45,22.2,8,Hydrated
74,43,21.9,5,Hydrated
73,60,26.9,3,Hydrated
80,39,20.4,3,Hydrated
80,52,22.4,7,Hydrated
86,42,23.7,5,Hydrated
60,36,20.1,3,Hydrated
91,36,26.2,4,Hydrated
84,40,22.2,8,Hydrated
91,31,20.3,3,Hydrated
61,54,20.4,4,Hydrated
80,44,26.9,7,Hydrated
94,37,21.6,4,Hydrated
89,54,19.2,7,Hydrated
93,42,22,7,Hydrated
74,57,26.6,5,Hydrated
83,49,20.3,5,Hydrated
83,51,20.4,4,Hydrated
93,34,19.4,4,Hydrated
89,41,24.7,8,Hydrated
78,31,25.6,4,Hydrated
78,58,25.5,9,Hydrated
93,47,20.8,7,Hydrated
95,60,26.9,8,Hydrated
90,30,19.4,4,Hydrated
63,41,21.9,9,Hydrated
83,42,24.9,4,Hydrated
86,42,25.8,8,Hydrated
61,40,20.7,5,Hydrated
66,59,21.3,6,Hydrated
64,47,26.9,5,Hydrated
65,39,19,3,Hydrated
62,37,23.6,4,Hydrated
73,51,26.8,8,Hydrated
89,57,21.5,9,Hydrated
62,49,26,7,Hydrated
63,31,26.7,6,Hydrated
78,34,24.1,3,Hydrated
68,51,19.8,5,Hydrated
66,54,23.2,8,Hydrated
60,47,19,6,Hydrated
89,54,26.8,9,Hydrated
80,33,23.3,3,Hydrated
60,37,21,9,Hydrated
90,45,23.8,7,Hydrated
70,40,24.8,6,Hydrated
76,45,24.7,9,Hydrated
71,45,20.8,6,Hydrated
91,38,25.6,3,Hydrated
64,46,20.2,5,Hydrated
87,46,20.1,5,Hydrated
68,48,21.3,4,Hydrated
77,55,26.1,3,Hydrated
65,38,26.2,9,Hydrated
76,58,19.1,7,Hydrated
81,58,26.6,3,Hydrated
68,44,20.7,7,Hydrated
91,59,20.7,6,Hydrated
71,50,23.8,7,Hydrated
66,50,21.3,9,Hydrated
71,32,20.2,4,Hydrated
79,48,22.6,8,Hydrated
89,42,25.6,3,Hydrated
70,55,20,9,Hydrated
82,59,27,7,Hydrated
84,39,19,5,Hydrated
79,36,20.1,3,Hydrated
90,31,26.4,6,Hydrated
78,33,22.1,7,Hydrated
79,54,26.4,3,Hydrated
65,46,21.8,5,Hydrated
95,51,21.7,5,Hydrated
84,34,26.7,4,Hydrated
81,30,21.2,3,Hydrated
90,37,20.4,9,Hydrated
85,55,25.2,4,Hydrated
89,44,24.7,4,Hydrated
61,35,22.9,5,Hydrated
83,52,24.9,7,Hydrated
67,55,22.1,8,Hydrated
70,31,20.7,7,Hydrated
60,59,21.4,8,Hydrated
69,56,20.4,9,Hydrated
61,50,24.8,5,Hydrated
82,47,19.4,8,Hydrated
80,38,25.8,8,Hydrated
90,34,21.5,4,Hydrated
73,60,24.9,4,Hydrated
68,45,19.2,6,Hydrated
88,41,22.5,8,Hydrated
68,42,23.8,4,Hydrated
77,40,26.6,7,Hydrated
73,46,23.6,9,Hydrated
91,48,21.2,5,Hydrated
92,55,23.9,6,Hydrated
62,35,22.4,7,Hydrated
66,50,23,3,Hydrated
61,45,23.9,5,Hydrated
62,39,21.3,5,Hydrated
62,39,20.2,3,Hydrated
79,37,24.5,6,Hydrated
62,32,23.2,3,Hydrated
94,55,25,4,Hydrated
62,49,20.5,8,Hydrated
83,42,19.4,5,Hydrated
95,40,19,7,Hydrated
64,36,25.9,3,Hydrated
75,58,26.4,9,Hydrated
76,44,21.8,4,Hydrated
76,59,21.2,7,Hydrated
72,40,26.7,9,Hydrated
69,43,19.8,7,Hydrated
78,51,21.6,4,Hydrated
65,58,23.6,6,Hydrated
76,40,24.5,3,Hydrated
82,54,22.9,4,Hydrated
80,31,22.7,8,Hydrated
81,57,23.6,4,Hydrated
72,56,21.7,9,Hydrated
95,34,22.8,3,Hydrated
88,36,25,9,Hydrated
68,44,20.9,9,Hydrated
85,43,21.3,7,Hydrated
65,33,26,5,Hydrated
70,31,24.3,6,Hydrated
80,57,19.6,7,Hydrated
79,50,22,9,Hydrated
95,57,19,6,Hydrated
78,56,23,8,Hydrated
89,47,24.3,9,Hydrated
71,56,26,3,Hydrated
66,54,20.4,3,Hydrated
61,57,21.4,8,Hydrated
62,44,26.6,4,Hydrated
64,38,20.7,7,Hydrated
88,59,21.2,4,Hydrated
60,48,23.3,7,Hydrated
94,36,21,9,Hydrated
73,32,26.3,5,Hydrated
65,43,26.8,9,Hydrated
91,37,20.3,8,Hydrated
94,42,26.4,9,Hydrated
82,46,21.9,9,Hydrated
78,57,24.5,8,Hydrated
72,33,20.7,6,Hydrated
81,51,25.1,8,Hydrated
88,52,26.4,6,Hydrated
81,30,22.7,5,Hydrated
87,54,22,9,Hydrated
85,39,26.5,3,Hydrated
81,49,26.5,3,Hydrated
91,53,22.3,7,Hydrated
66,48,21.7,9,Hydrated
61,42,20.3,4,Hydrated
84,45,22.7,7,Hydrated
74,57,24.9,6,Hydrated
76,58,24.7,9,Hydrated
75,58,25.5,8,Hydrated
79,47,25.5,5,Hydrated
89,36,21.8,5,Hydrated
88,39,25.2,4,Hydrated
95,52,20.1,5,Hydrated
89,54,19.7,3,Hydrated
85,43,25.1,3,Hydrated
70,40,21.7,6,Hydrated
74,42,26.8,5,Hydrated
82,35,24,3,Hydrated
91,41,20.1,9,Hydrated
89,30,22.2,3,Hydrated
78,53,21.2,4,Hydrated
78,43,21.3,4,Hydrated
80,37,26.3,9,Hydrated
65,33,26.1,6,Hydrated
80,53,21,8,Hydrated
94,49,24.4,3,Hydrated
88,31,26.4,8,Hydrated
66,51,22.4,4,Hydrated
63,57,24.4,3,Hydrated
80,58,20.7,6,Hydrated
94,49,21,9,Hydrated
82,60,26.6,5,Hydrated
69,33,21.3,4,Hydrated
70,30,25.7,8,Hydrated
94,39,26.8,9,Hydrated
84,51,21,6,Hydrated
71,51,26.2,5,Hydrated
80,47,19.3,5,Hydrated
66,59,25.3,3,Hydrated
80,56,19.5,6,Hydrated
86,33,24.1,8,Hydrated
68,32,22.5,3,Hydrated
66,42,22.6,4,Hydrated
70,45,23.4,8,Hydrated
73,32,24.2,4,Hydrated
62,38,26.3,5,Hydrated
81,56,22.1,3,Hydrated
88,57,21.8,6,Hydrated
80,46,20.1,5,Hydrated
78,52,26.9,5,Hydrated
72,57,20.7,7,Hydrated
81,46,25.9,8,Hydrated
86,44,19.7,5,Hydrated
80,54,24.2,6,Hydrated
64,58,19.7,8,Hydrated
63,39,26.5,7,Hydrated
85,35,22.6,7,Hydrated
67,45,25.2,4,Hydrated
89,50,26.7,5,Hydrated
83,46,22.8,3,Hydrated
68,47,23.2,5,Hydrated
93,52,21.3,8,Hydrated
89,54,19.8,5,Hydrated
77,46,20.2,6,Hydrated
73,35,22.8,6,Hydrated
88,43,20.3,9,Hydrated
91,51,24.9,3,Hydrated
89,49,21.8,8,Hydrated
88,35,25.4,8,Hydrated
81,56,23.5,7,Hydrated
66,55,26.5,5,Hydrated
79,52,24.5,6,Hydrated
85,31,19.7,9,Hydrated
60,50,23.8,7,Hydrated
63,37,24.8,6,Hydrated
75,47,21.9,9,Hydrated
68,39,19.9,6,Hydrated
65,53,27,4,Hydrated
84,37,26.2,5,Hydrated
63,33,20,7,Hydrated
62,42,25.2,8,Hydrated
88,53,25.9,6,Hydrated
77,52,22.5,5,Hydrated
86,52,26.8,6,Hydrated
65,57,26.4,9,Hydrated
73,48,27,4,Hydrated
78,33,19.5,8,Hydrated
75,54,26.2,3,Hydrated
88,54,24.7,5,Hydrated
61,30,23.5,7,Hydrated
62,30,20,4,Hydrated
91,48,24.8,3,Hydrated
72,41,21.9,3,Hydrated
81,54,20.5,7,Hydrated
62,34,25.1,5,Hydrated
70,51,22.1,5,Hydrated
66,33,20.4,3,Hydrated
66,31,21.2,3,Hydrated
93,36,21.2,5,Hydrated
72,46,24.9,8,Hydrated
80,39,23.6,8,Hydrated
74,31,19.5,6,Hydrated
90,42,21.9,4,Hydrated
88,30,19.1,5,Hydrated
70,41,22.1,5,Hydrated
60,56,19.5,3,Hydrated
64,60,20.3,3,Hydrated
67,47,22.8,5,Hydrated
82,56,22.7,6,Hydrated
85,44,26.5,7,Hydrated
75,50,26.7,8,Hydrated
73,40,24.2,9,Hydrated
69,32,25.5,7,Hydrated
72,43,23.5,4,Hydrated
76,46,26.4,5,Hydrated
84,47,21.7,5,Hydrated
93,35,25.3,8,Hydrated
80,48,25.2,6,Hydrated
83,34,22,8,Hydrated
72,32,23.4,8,Hydrated
88,39,20.9,6,Hydrated
63,33,26.4,7,Hydrated
69,38,19.9,7,Hydrated
67,35,25.2,9,Hydrated
90,39,24.8,4,Hydrated
93,54,22.5,7,Hydrated
76,41,21.6,5,Hydrated
75,44,25.4,8,Hydrated
94,34,21.8,5,Hydrated
80,57,20.6,3,Hydrated
83,60,21.1,5,Hydrated
78,30,26.8,3,Hydrated
87,58,25.2,7,Hydrated
75,42,23.7,9,Hydrated
78,49,21.7,5,Hydrated
87,47,23,6,Hydrated
70,36,25.3,4,Hydrated
78,47,21.8,4,Hydrated
78,58,25.4,3,Hydrated
79,59,22.6,8,Hydrated
91,49,25,8,Hydrated
81,60,21.2,4,Hydrated
91,43,22.4,5,Hydrated
77,54,19,9,Hydrated
74,60,24.9,4,Hydrated
77,53,23.7,7,Hydrated
76,54,26.1,9,Hydrated
66,30,23.7,7,Hydrated
87,55,22.6,6,Hydrated
92,50,26.8,4,Hydrated
61,57,21.3,3,Hydrated
94,58,25.6,7,Hydrated
84,45,24.7,9,Hydrated
84,53,24.6,7,Hydrated
70,40,21.1,4,Hydrated
80,50,25.6,5,Hydrated
62,50,25.6,9,Hydrated
93,38,19,8,Hydrated
83,53,23.6,6,Hydrated
76,34,20.3,8,Hydrated
88,47,20.9,9,Hydrated
71,50,26.9,8,Hydrated
80,56,23.4,5,Hydrated
80,34,21.5,4,Hydrated
95,50,19.5,6,Hydrated
82,31,22.8,6,Hydrated
88,33,21.7,6,Hydrated
68,46,24.9,4,Hydrated
90,36,21,7,Hydrated
72,40,25.7,5,Hydrated
64,45,25,9,Hydrated
70,49,19.2,9,Hydrated
65,55,25.8,4,Hydrated
94,36,20.7,5,Hydrated
70,35,21.3,9,Hydrated
67,48,23.8,5,Hydrated
67,48,26.8,4,Hydrated
95,35,21.4,6,Hydrated
63,52,24,6,Hydrated
84,41,25.7,4,Hydrated
68,53,26.4,5,Hydrated
82,54,19.4,4,Hydrated
73,40,19.1,6,Hydrated
61,54,21.4,9,Hydrated
69,49,23.7,5,Hydrated
95,41,25.6,9,Hydrated
85,37,21.6,4,Hydrated
93,56,21.9,7,Hydrated
60,45,23.8,6,Hydrated
75,43,24.3,3,Hydrated
73,33,20.8,8,Hydrated
64,53,27,8,Hydrated
63,33,26.6,5,Hydrated
78,32,19.1,3,Hydrated
82,44,21.5,7,Hydrated
67,32,22.6,4,Hydrated
70,36,22.9,7,Hydrated
82,41,25.4,9,Hydrated
82,58,22.2,8,Hydrated
72,32,20.2,7,Hydrated
89,52,25.8,7,Hydrated
82,46,23.8,7,Hydrated
95,56,22.9,6,Hydrated
75,48,21.4,7,Hydrated
69,44,21.6,6,Hydrated
73,33,20.5,9,Hydrated
75,50,26.1,3,Hydrated
81,35,26.3,9,Hydrated
84,53,24.8,4,Hydrated
76,49,20.5,9,Hydrated
87,52,26.5,5,Hydrated
93,43,21.6,5,Hydrated
89,37,22.9,3,Hydrated
79,39,26.9,9,Hydrated
75,42,24.5,9,Hydrated
74,36,26.6,7,Hydrated
90,44,20.3,5,Hydrated
92,56,22.5,8,Hydrated
80,35,26.8,5,Hydrated
92,41,21.3,4,Hydrated
74,31,24.7,5,Hydrated
79,53,25.2,4,Hydrated
95,49,24.1,3,Hydrated
80,42,24.6,8,Hydrated
92,43,23.8,3,Hydrated
85,35,26.9,3,Hydrated
92,59,19.8,9,Hydrated
70,52,22.3,5,Hydrated
79,40,21.7,8,Hydrated
71,35,19.7,4,Hydrated
76,54,25.4,4,Hydrated
63,44,21,4,Hydrated
91,57,24.6,3,Hydrated
79,49,19.1,4,Hydrated
84,58,22.1,9,Hydrated
92,37,21.8,8,Hydrated
86,33,26.4,6,Hydrated
85,31,22,9,Hydrated
87,48,25.3,3,Hydrated
91,44,21.2,5,Hydrated
69,48,26.2,6,Hydrated
87,44,21.5,7,Hydrated
61,34,26.5,8,Hydrated
88,50,25.6,9,Hydrated
87,59,19.2,8,Hydrated
77,36,26.4,5,Hydrated
63,46,20.9,5,Hydrated
92,41,21.9,4,Hydrated
86,37,19.2,7,Hydrated
77,42,22.3,3,Hydrated
95,40,19.3,6,Hydrated
82,45,19.3,7,Hydrated
88,37,21.5,5,Hydrated
78,58,26.7,7,Hydrated
70,31,23,3,Hydrated
66,50,22.9,9,Hydrated
77,48,19.6,4,Hydrated
67,36,21.2,5,Hydrated
86,58,21.2,3,Hydrated
74,53,24.4,6,Hydrated
85,31,19.1,9,Hydrated
69,46,21.7,6,Hydrated
75,31,25.5,7,Hydrated
86,31,20.4,9,Hydrated
86,34,23.7,8,Hydrated
83,44,21.9,7,Hydrated
83,33,22.6,5,Hydrated
76,39,26.8,3,Hydrated
78,40,23.9,9,Hydrated
82,34,23.1,3,Hydrated
95,60,23.4,5,Hydrated
72,50,25.7,8,Hydrated
77,42,19.4,9,Hydrated
82,55,26,7,Hydrated
82,34,24.8,9,Hydrated
66,59,24.1,8,Hydrated
77,39,21.7,6,Hydrated
64,41,23.7,9,Hydrated
87,52,20.2,9,Hydrated
92,46,22.8,6,Hydrated
77,39,21.4,4,Hydrated
72,51,26.6,7,Hydrated
78,55,22.4,4,Hydrated
60,40,23.3,3,Hydrated
89,32,25.4,7,Hydrated
77,38,20.1,4,Hydrated
89,34,24.2,4,Hydrated
81,34,20.2,4,Hydrated
67,56,19.8,9,Hydrated
66,58,25.3,9,Hydrated
87,55,26.1,5,Hydrated
72,41,26.8,6,Hydrated
84,43,21.5,4,Hydrated
75,50,25.8,3,Hydrated
65,47,26.6,7,Hydrated
79,59,20,7,Hydrated
75,34,25.5,9,Hydrated
72,39,19.8,7,Hydrated
81,50,19.8,8,Hydrated
71,59,19.4,6,Hydrated
64,59,24.6,4,Hydrated
64,59,19.9,9,Hydrated
91,37,22.7,9,Hydrated
87,35,25.8,4,Hydrated
70,49,19.8,8,Hydrated
64,48,21.6,7,Hydrated
89,59,20.1,6,Hydrated
88,53,24.9,7,Hydrated
60,35,23.8,5,Hydrated
67,58,23.6,7,Hydrated
68,59,22.2,8,Hydrated
61,35,21.8,8,Hydrated
64,49,26.1,5,Hydrated
78,44,23,7,Hydrated
65,39,23.5,9,Hydrated
85,35,24.4,4,Hydrated
73,33,19.7,9,Hydrated
87,41,25.2,5,Hydrated
76,60,19.7,7,Hydrated
80,39,21.8,6,Hydrated
67,35,19.6,7,Hydrated
92,41,26.4,5,Hydrated
84,40,25.7,9,Hydrated
89,36,23.4,4,Hydrated
92,52,21.8,9,Hydrated
82,39,20.2,5,Hydrated
77,40,23.3,5,Hydrated
71,51,26.7,7,Hydrated
87,40,22.5,5,Hydrated
61,57,23.4,5,Hydrated
92,46,23.9,5,Hydrated
61,52,26.4,4,Hydrated
83,36,22.1,4,Hydrated
73,33,24.5,6,Hydrated
78,38,19.1,9,Hydrated
72,53,22.8,7,Hydrated
63,35,24,3,Hydrated
67,34,19.6,7,Hydrated
72,41,21.4,3,Hydrated
85,58,21.1,3,Hydrated
65,55,19.8,7,Hydrated
94,41,20.7,5,Hydrated
76,37,26.1,6,Hydrated
79,58,22.8,5,Hydrated
85,59,26,4,Hydrated
83,31,22,6,Hydrated
78,34,22.6,9,Hydrated
89,43,24.3,3,Hydrated
64,38,25.2,3,Hydrated
60,60,22.3,9,Hydrated
82,36,26,9,Hydrated
60,59,22.3,7,Hydrated
64,45,21.6,8,Hydrated
83,48,19.2,7,Hydrated
75,32,20.8,3,Hydrated
88,59,21.1,4,Hydrated
83,39,24,7,Hydrated
77,35,22.5,3,Hydrated
65,44,25,6,Hydrated
75,42,25.3,8,Hydrated
64,47,20.6,9,Hydrated
76,42,21.8,4,Hydrated
89,33,24.2,6,Hydrated
74,55,25.2,7,Hydrated
87,46,26,3,Hydrated
78,49,25.2,6,Hydrated
70,40,22,7,Hydrated
92,47,24.5,9,Hydrated
68,39,24.6,7,Hydrated
82,36,26.2,5,Hydrated
88,46,24,5,Hydrated
61,53,24,3,Hydrated
67,42,20.9,3,Hydrated
90,30,24.6,6,Hydrated
77,47,25.6,3,Hydrated
65,32,20,3,Hydrated
87,59,25.5,7,Hydrated
73,37,25.7,7,Hydrated
78,54,25.1,5,Hydrated
87,49,21.5,5,Hydrated
72,38,19.3,3,Hydrated
93,56,23.3,5,Hydrated
80,34,20,6,Hydrated
60,43,22.7,3,Hydrated
82,36,19.2,8,Hydrated
81,50,25.2,4,Hydrated
61,43,24,3,Hydrated
85,34,22.1,9,Hydrated
72,36,19.2,3,Hydrated
71,59,21.4,5,Hydrated
83,30,22,5,Hydrated
93,38,26.2,9,Hydrated
79,32,22.4,8,Hydrated
93,44,23.3,3,Hydrated
93,42,23.7,4,Hydrated
66,30,26.4,5,Hydrated
87,58,19.4,5,Hydrated
61,56,24.1,7,Hydrated
70,45,24.6,4,Hydrated
64,58,25.2,4,Hydrated
85,34,26.8,8,Hydrated
92,33,20.7,9,Hydrated
61,47,23.1,9,Hydrated
60,48,22.7,3,Hydrated
78,33,21.3,4,Hydrated
85,47,21,6,Hydrated
81,56,20.4,3,Hydrated
95,50,23.8,8,Hydrated
81,55,24.8,3,Hydrated
85,52,26,4,Hydrated
81,54,19,6,Hydrated
67,57,19.4,7,Hydrated
77,31,24,3,Hydrated
95,43,24.9,3,Hydrated
84,60,25.9,3,Hydrated
90,48,25.3,9,Hydrated
66,34,19,7,Hydrated
77,45,25.6,7,Hydrated
76,39,24.2,3,Hydrated
64,41,20.6,6,Hydrated
82,53,21.8,8,Hydrated
87,49,25.6,6,Hydrated
80,36,24.1,5,Hydrated
82,59,22.4,8,Hydrated
60,55,21.8,3,Hydrated
67,55,26.3,4,Hydrated
61,41,20.1,9,Hydrated
86,38,26.6,5,Hydrated
81,31,21.1,7,Hydrated
88,58,26,6,Hydrated
74,55,24.4,3,Hydrated
66,41,23.3,6,Hydrated
90,50,26.6,6,Hydrated
74,59,24.4,7,Hydrated
85,40,25.3,3,Hydrated
81,36,21.9,7,Hydrated
73,43,26.3,3,Hydrated
89,39,26.8,8,Hydrated
87,41,26.6,9,Hydrated
83,52,24.6,3,Hydrated
77,44,21.3,9,Hydrated
82,46,23.6,6,Hydrated
60,41,19.1,8,Hydrated
74,54,19.4,4,Hydrated
91,33,23.9,7,Hydrated
85,39,23.4,7,Hydrated
66,57,22.8,4,Hydrated
89,56,21.2,3,Hydrated
80,49,22.4,3,Hydrated
66,51,21,4,Hydrated
91,37,23.6,8,Hydrated
79,36,26.6,9,Hydrated
84,38,26.5,6,Hydrated
65,49,19.9,6,Hydrated
79,55,20.7,6,Hydrated
88,41,23,4,Hydrated
83,50,26.4,6,Hydrated
75,40,23.7,9,Hydrated
81,43,26.7,9,Hydrated
72,47,24.2,7,Hydrated
91,38,20.9,4,Hydrated
70,42,24.3,3,Hydrated
61,52,20.6,7,Hydrated
78,57,19.5,6,Hydrated
72,37,22,6,Hydrated
68,46,23.9,4,Hydrated
92,44,22.5,5,Hydrated
86,57,19.6,9,Hydrated
90,56,24.2,3,Hydrated
61,45,20.2,4,Hydrated
68,60,19.7,7,Hydrated
71,51,21.7,5,Hydrated
63,50,21.3,6,Hydrated
84,58,21,6,Hydrated
95,30,25.8,6,Hydrated
71,59,22.9,7,Hydrated
84,42,22.9,4,Hydrated
93,41,20.2,6,Hydrated
61,50,25.6,9,Hydrated
90,54,26.6,4,Hydrated
62,51,23.7,7,Hydrated
66,48,26.6,6,Hydrated
77,39,24.8,6,Hydrated
62,55,22.1,8,Hydrated
83,41,24.5,7,Hydrated
87,55,23.9,3,Hydrated
70,44,22.2,9,Hydrated
94,47,19.5,8,Hydrated
67,51,26.5,3,Hydrated
90,58,27,5,Hydrated
66,45,24.2,8,Hydrated
68,30,23.9,3,Hydrated
89,33,26.1,8,Hydrated
95,46,26.4,4,Hydrated
61,33,26.8,4,Hydrated
77,49,19.8,8,Hydrated
90,45,24.5,3,Hydrated
87,41,26.1,4,Hydrated
95,59,26.9,5,Hydrated
83,59,26.4,5,Hydrated
83,47,20.6,9,Hydrated
86,36,25.6,6,Hydrated
78,37,24.7,4,Hydrated
75,43,19.4,3,Hydrated
81,41,22.1,6,Hydrated
86,45,20.4,4,Hydrated
78,56,26.5,6,Hydrated
91,39,22.1,7,Hydrated
88,34,20.1,9,Hydrated
84,34,22.8,4,Hydrated
95,57,23.1,5,Hydrated
71,52,23.8,7,Hydrated
76,59,23.8,8,Hydrated
72,39,25.8,7,Hydrated
68,37,23.2,9,Hydrated
66,54,26,6,Hydrated
67,36,21,5,Hydrated
62,36,25.7,5,Hydrated
81,39,25.3,8,Hydrated
62,56,20.6,3,Hydrated
78,42,21.1,6,Hydrated
60,40,27,5,Hydrated
82,51,23.8,8,Hydrated
89,43,23.9,3,Hydrated
72,47,23.4,5,Hydrated
77,41,20.1,6,Hydrated
92,45,19.9,7,Hydrated
84,44,26.9,7,Hydrated
83,45,21.1,7,Hydrated
87,41,26.7,3,Hydrated
88,39,24.6,3,Hydrated
81,33,26.4,6,Hydrated
92,59,24.8,9,Hydrated
93,56,25.4,7,Hydrated
94,56,19.1,8,Hydrated
81,32,26.3,9,Hydrated
76,42,25.5,6,Hydrated
82,52,20.6,4,Hydrated
82,42,21.4,8,Hydrated
91,31,26.6,4,Hydrated
88,30,25.6,4,Hydrated
78,37,19.5,7,Hydrated
69,49,23.1,9,Hydrated
67,42,23.9,4,Hydrated
62,53,21.4,8,Hydrated
82,48,20.7,4,Hydrated
94,31,25.4,8,Hydrated
84,54,26.3,8,Hydrated
62,37,22.4,4,Hydrated
70,31,22.6,8,Hydrated
90,35,26.2,7,Hydrated
80,41,24.1,6,Hydrated
95,33,27,5,Hydrated
80,30,25.9,9,Hydrated
93,39,23.4,7,Hydrated
81,39,24,8,Hydrated
74,59,24.7,6,Hydrated
72,41,21.1,4,Hydrated
74,54,23.4,9,Hydrated
84,39,26.5,3,Hydrated
68,45,25,7,Hydrated
88,52,20.2,3,Hydrated
62,52,19.3,3,Hydrated
82,44,25.7,8,Hydrated
90,53,19.6,8,Hydrated
92,39,22.4,9,Hydrated
80,55,24.7,4,Hydrated
93,50,25.4,7,Hydrated
62,44,25.7,9,Hydrated
90,44,21.3,9,Hydrated
86,54,24.3,9,Hydrated
76,55,21.1,4,Hydrated
90,37,26.7,5,Hydrated
95,42,26.3,8,Hydrated
78,60,25.8,5,Hydrated
60,40,26,6,Hydrated
62,34,20.4,7,Hydrated
61,31,19.5,3,Hydrated
93,38,21.6,5,Hydrated
77,48,19.2,5,Hydrated
60,57,23.7,9,Hydrated
95,41,23.4,6,Hydrated
89,51,22.5,3,Hydrated
78,45,20.9,6,Hydrated
94,54,22.3,3,Hydrated
84,57,23.4,4,Hydrated
81,51,19.2,5,Hydrated
93,60,21.1,5,Hydrated
90,32,19.8,8,Hydrated
72,39,20.5,5,Hydrated
92,42,24.2,3,Hydrated
95,57,25.2,9,Hydrated
90,43,21.5,3,Hydrated
90,40,25.9,5,Hydrated
93,50,25.1,7,Hydrated
93,49,19.6,7,Hydrated
77,58,19.4,4,Hydrated
89,55,23.9,6,Hydrated
85,54,24,8,Hydrated
86,54,19,8,Hydrated
71,42,22.9,6,Hydrated
71,31,25.4,5,Hydrated
73,46,26.8,8,Hydrated
60,30,25.7,4,Hydrated
87,56,24.8,3,Hydrated
84,53,24.9,5,Hydrated
69,57,21,3,Hydrated
66,60,26.5,9,Hydrated
84,45,23.7,5,Hydrated
85,55,25.5,3,Hydrated
84,48,20.9,8,Hydrated
91,49,23.3,7,Hydrated
69,49,24.1,6,Hydrated
95,48,19.3,9,Hydrated
86,38,24.7,8,Hydrated
74,49,19.5,5,Hydrated
73,60,26.9,3,Hydrated
64,42,25,8,Hydrated
60,55,22,4,Hydrated
62,42,23.9,8,Hydrated
81,33,22.1,9,Hydrated
84,52,24,5,Hydrated
81,33,23.8,6,Hydrated
63,54,26.3,9,Hydrated
61,44,23.6,6,Hydrated
73,44,23.7,6,Hydrated
87,43,23.7,5,Hydrated
76,35,25.6,8,Hydrated
61,43,21.8,3,Hydrated
95,58,22.2,8,Hydrated
88,44,23,7,Hydrated
64,48,23.9,8,Hydrated
65,59,26.8,5,Hydrated
91,36,20.6,4,Hydrated
75,57,26.9,8,Hydrated
67,44,25.3,4,Hydrated
91,55,25.5,8,Hydrated
86,48,22.2,3,Hydrated
77,53,24.6,5,Hydrated
84,38,24.5,7,Hydrated
86,39,19.4,3,Hydrated
78,34,22.3,5,Hydrated
62,39,26,3,Hydrated
83,34,19.8,8,Hydrated
65,60,25.7,3,Hydrated
62,49,25.7,4,Hydrated
89,50,21,4,Hydrated
64,42,21.1,7,Hydrated
71,42,26.1,6,Hydrated
95,38,27,5,Hydrated
83,35,26,6,Hydrated
94,50,25.9,6,Hydrated
74,41,26.8,5,Hydrated
93,47,21.6,3,Hydrated
75,54,20.2,9,Hydrated
81,46,22.6,8,Hydrated
72,33,25.5,6,Hydrated
67,48,21.6,5,Hydrated
66,51,22.3,3,Hydrated
78,43,22.1,6,Hydrated
84,39,19.5,5,Hydrated
63,52,20.1,9,Hydrated
71,59,24.1,6,Hydrated
91,54,20.5,8,Hydrated
64,41,23.4,3,Hydrated
65,51,20.9,4,Hydrated
95,38,23.2,6,Hydrated
82,38,24.8,6,Hydrated
91,36,23.4,6,Hydrated
81,57,19.7,7,Hydrated
94,54,19,6,Hydrated
74,38,21.3,3,Hydrated
72,58,21,7,Hydrated
70,49,23.3,5,Hydrated
62,52,19.3,9,Hydrated
73,53,25.2,8,Hydrated
81,49,24.8,9,Hydrated
64,32,26.8,8,Hydrated
95,46,22.5,9,Hydrated
93,36,19.5,3,Hydrated
72,59,23.6,6,Hydrated
67,57,20.8,4,Hydrated
67,46,24.9,8,Hydrated
90,38,19.7,9,Hydrated
73,30,23,6,Hydrated
71,40,19.9,6,Hydrated
70,58,24.4,7,Hydrated
73,50,20.2,6,Hydrated
83,32,24.9,6,Hydrated
95,46,26.1,8,Hydrated
64,51,22.2,9,Hydrated
75,39,26.6,5,Hydrated
62,49,21.4,6,Hydrated
74,47,25.9,9,Hydrated
63,56,26,6,Hydrated
67,48,23.4,6,Hydrated
66,44,23.6,8,Hydrated
63,48,24.9,4,Hydrated
87,45,19.9,7,Hydrated
95,35,25,4,Hydrated
78,56,24.3,6,Hydrated
71,40,21.3,9,Hydrated
87,55,24.8,3,Hydrated
88,49,26.7,8,Hydrated
